Key,Source,Context,English
FuriousRamsayZombieArleneToxicFeralBiome,entityclasses,Entity,Feral Zombie (Toxic)
FuriousRamsayZombieLabToxicFeralBiome,entityclasses,Entity,Feral Zombie (Toxic)
FuriousRamsayZombieDarleneToxicFeralBiome,entityclasses,Entity,Feral Zombie (Toxic)
FuriousRamsayZombieMarleneToxicFeralBiome,entityclasses,Entity,Feral Zombie (Toxic)
FuriousRamsayZombieYoToxicFeralBiome,entityclasses,Entity,Feral Zombie (Toxic)
FuriousRamsayZombieSteveToxicFeralBiome,entityclasses,Entity,Feral Zombie (Toxic)
FuriousRamsayZombieBusinessManToxicFeralBiome,entityclasses,Entity,Feral Zombie (Toxic)
FuriousRamsayZombieAlexToxicFeralBiome,entityclasses,Entity,Feral Zombie (Toxic)
FuriousRamsayZombieOldTimerToxicFeralBiome,entityclasses,Entity,Feral Zombie (Toxic)
FuriousRamsayZombieCheerleaderToxicFeralBiome,entityclasses,Entity,Feral Zombie (Toxic)
FuriousRamsayZombieSkateboarderToxicFeralBiome,entityclasses,Entity,Feral Zombie (Toxic)
FuriousRamsayZombieUtilityWorkerToxicFeralBiome,entityclasses,Entity,Feral Zombie (Toxic)
FuriousRamsayZombieNurseToxicFeralBiome,entityclasses,Entity,Feral Zombie (Toxic)
FuriousRamsayZombieStripperToxicFeralBiome,entityclasses,Entity,Feral Zombie (Toxic)
FuriousRamsayZombieSteveCrawlerToxicFeralBiome,entityclasses,Entity,Feral Zombie (Toxic)
FuriousRamsayZombieSpiderToxicFeralBiome,entityclasses,Entity,Feral Zombie (Toxic)
FuriousRamsayZombieFatCopToxicFeralBiome,entityclasses,Entity,Feral Zombie (Toxic)
FuriousRamsayZombieFatHawaiianToxicFeralBiome,entityclasses,Entity,Feral Zombie (Toxic)
FuriousRamsayZombieBikerToxicFeralBiome,entityclasses,Entity,Feral Zombie (Toxic)
FuriousRamsayZombieSoldierToxicFeralBiome,entityclasses,Entity,Feral Zombie (Toxic)
FuriousRamsayZombieMaleHazmatToxicFeralBiome,entityclasses,Entity,Feral Zombie (Toxic)
FuriousRamsayZombieFarmerToxicFeralBiome,entityclasses,Entity,Feral Zombie (Toxic)
FuriousRamsayZombieMoeToxicFeralBiome,entityclasses,Entity,Feral Zombie (Toxic)
FuriousRamsayZombieFemaleFatToxicFeralBiome,entityclasses,Entity,Feral Zombie (Toxic)
FuriousRamsayZombieWightToxicFeralBiome,entityclasses,Entity,Feral Zombie (Toxic)

FuriousRamsayZombieCheerleaderToxicRadiatedBiome,entityclasses,Entity,Radiated Zombie (Toxic)
FuriousRamsayZombieBoeToxicRadiatedBiome,entityclasses,Entity,Radiated Zombie (Toxic)
FuriousRamsayZombieJoeToxicRadiatedBiome,entityclasses,Entity,Radiated Zombie (Toxic)
FuriousRamsayZombieJanitorToxicRadiatedBiome,entityclasses,Entity,Radiated Zombie (Toxic)
FuriousRamsayZombieArleneToxicRadiatedBiome,entityclasses,Entity,Radiated Zombie (Toxic)
FuriousRamsayZombieDarleneToxicRadiatedBiome,entityclasses,Entity,Radiated Zombie (Toxic)
FuriousRamsayZombieMarleneToxicRadiatedBiome,entityclasses,Entity,Radiated Zombie (Toxic)
FuriousRamsayZombieYoToxicRadiatedBiome,entityclasses,Entity,Radiated Zombie (Toxic)
FuriousRamsayZombieSteveToxicRadiatedBiome,entityclasses,Entity,Radiated Zombie (Toxic)
FuriousRamsayZombieBusinessManToxicRadiatedBiome,entityclasses,Entity,Radiated Zombie (Toxic)
FuriousRamsayZombieAlexToxicRadiatedBiome,entityclasses,Entity,Radiated Zombie (Toxic)
FuriousRamsayZombieOldTimerToxicRadiatedBiome,entityclasses,Entity,Radiated Zombie (Toxic)
FuriousRamsayZombieSkateboarderToxicRadiatedBiome,entityclasses,Entity,Radiated Zombie (Toxic)
FuriousRamsayZombieUtilityWorkerToxicRadiatedBiome,entityclasses,Entity,Radiated Zombie (Toxic)
FuriousRamsayZombieSpiderToxicRadiatedBiome,entityclasses,Entity,Radiated Zombie (Toxic)
FuriousRamsayZombieFatCopToxicRadiatedBiome,entityclasses,Entity,Radiated Zombie (Toxic)
FuriousRamsayZombieBikerToxicRadiatedBiome,entityclasses,Entity,Radiated Zombie (Toxic)
FuriousRamsayZombieSoldierToxicRadiatedBiome,entityclasses,Entity,Radiated Zombie (Toxic)
FuriousRamsayZombieMoeToxicRadiatedBiome,entityclasses,Entity,Radiated Zombie (Toxic)
FuriousRamsayZombieFemaleFatToxicRadiatedBiome,entityclasses,Entity,Radiated Zombie (Toxic)
FuriousRamsayZombieWightToxicRadiatedBiome,entityclasses,Entity,Radiated Zombie (Toxic)

FuriousRamsayZombieCheerleaderToxicAllFoursBiome,entityclasses,Entity,Creeping Radiated Zombie (Toxic)
FuriousRamsayZombieBoeToxicAllFoursBiome,entityclasses,Entity,Creeping Radiated Zombie (Toxic)
FuriousRamsayZombieJoeToxicAllFoursBiome,entityclasses,Entity,Creeping Radiated Zombie (Toxic)
FuriousRamsayZombieJanitorToxicAllFoursBiome,entityclasses,Entity,Creeping Radiated Zombie (Toxic)
FuriousRamsayZombieArleneToxicAllFoursBiome,entityclasses,Entity,Creeping Radiated Zombie (Toxic)
FuriousRamsayZombieDarleneToxicAllFoursBiome,entityclasses,Entity,Creeping Radiated Zombie (Toxic)
FuriousRamsayZombieMarleneToxicAllFoursBiome,entityclasses,Entity,Creeping Radiated Zombie (Toxic)
FuriousRamsayZombieYoToxicAllFoursBiome,entityclasses,Entity,Creeping Radiated Zombie (Toxic)
FuriousRamsayZombieSteveToxicAllFoursBiome,entityclasses,Entity,Creeping Radiated Zombie (Toxic)
FuriousRamsayZombieBusinessManToxicAllFoursBiome,entityclasses,Entity,Creeping Radiated Zombie (Toxic)
FuriousRamsayZombieOldTimerToxicAllFoursBiome,entityclasses,Entity,Creeping Radiated Zombie (Toxic)
FuriousRamsayZombieSkateboarderToxicAllFoursBiome,entityclasses,Entity,Creeping Radiated Zombie (Toxic)
FuriousRamsayZombieUtilityWorkerToxicAllFoursBiome,entityclasses,Entity,Creeping Radiated Zombie (Toxic)
FuriousRamsayZombieSpiderToxicAllFoursBiome,entityclasses,Entity,Creeping Radiated Zombie (Toxic)
FuriousRamsayZombieFatCopToxicAllFoursBiome,entityclasses,Entity,Creeping Radiated Zombie (Toxic)
FuriousRamsayZombieBikerToxicAllFoursBiome,entityclasses,Entity,Creeping Radiated Zombie (Toxic)
FuriousRamsayZombieSoldierToxicAllFoursBiome,entityclasses,Entity,Creeping Radiated Zombie (Toxic)
FuriousRamsayZombieMoeToxicAllFoursBiome,entityclasses,Entity,Creeping Radiated Zombie (Toxic)
FuriousRamsayZombieFemaleFatToxicAllFoursBiome,entityclasses,Entity,Creeping Radiated Zombie (Toxic)
FuriousRamsayZombieWightToxicAllFoursBiome,entityclasses,Entity,Creeping Radiated Zombie (Toxic)

FuriousRamsayZombieCheerleaderToxicCrawlerBiome,entityclasses,Entity,Crawling Radiated Zombie (Toxic)
FuriousRamsayZombieBoeToxicCrawlerBiome,entityclasses,Entity,Crawling Radiated Zombie (Toxic)
FuriousRamsayZombieJoeToxicCrawlerBiome,entityclasses,Entity,Crawling Radiated Zombie (Toxic)
FuriousRamsayZombieJanitorToxicCrawlerBiome,entityclasses,Entity,Crawling Radiated Zombie (Toxic)
FuriousRamsayZombieArleneToxicCrawlerBiome,entityclasses,Entity,Crawling Radiated Zombie (Toxic)
FuriousRamsayZombieDarleneToxicCrawlerBiome,entityclasses,Entity,Crawling Radiated Zombie (Toxic)
FuriousRamsayZombieMarleneToxicCrawlerBiome,entityclasses,Entity,Crawling Radiated Zombie (Toxic)
FuriousRamsayZombieYoToxicCrawlerBiome,entityclasses,Entity,Crawling Radiated Zombie (Toxic)
FuriousRamsayZombieSteveToxicCrawlerBiome,entityclasses,Entity,Crawling Radiated Zombie (Toxic)
FuriousRamsayZombieBusinessManToxicCrawlerBiome,entityclasses,Entity,Crawling Radiated Zombie (Toxic)
FuriousRamsayZombieOldTimerToxicCrawlerBiome,entityclasses,Entity,Crawling Radiated Zombie (Toxic)
FuriousRamsayZombieSkateboarderToxicCrawlerBiome,entityclasses,Entity,Crawling Radiated Zombie (Toxic)
FuriousRamsayZombieUtilityWorkerToxicCrawlerBiome,entityclasses,Entity,Crawling Radiated Zombie (Toxic)
FuriousRamsayZombieSpiderToxicCrawlerBiome,entityclasses,Entity,Crawling Radiated Zombie (Toxic)
FuriousRamsayZombieFatCopToxicCrawlerBiome,entityclasses,Entity,Crawling Radiated Zombie (Toxic)
FuriousRamsayZombieBikerToxicCrawlerBiome,entityclasses,Entity,Crawling Radiated Zombie (Toxic)
FuriousRamsayZombieSoldierToxicCrawlerBiome,entityclasses,Entity,Crawling Radiated Zombie (Toxic)
FuriousRamsayZombieMoeToxicCrawlerBiome,entityclasses,Entity,Crawling Radiated Zombie (Toxic)
FuriousRamsayZombieFemaleFatToxicCrawlerBiome,entityclasses,Entity,Crawling Radiated Zombie (Toxic)
FuriousRamsayZombieWightToxicCrawlerBiome,entityclasses,Entity,Crawling Radiated Zombie (Toxic)

FuriousRamsayBoarToxicRadiatedBiome,entityclasses,Entity,Radiated Boar (Toxic)
FuriousRamsayCoyoteToxicRadiatedBiome,entityclasses,Entity,Radiated Coyote (Toxic)
FuriousRamsayWolfToxicRadiatedBiome,entityclasses,Entity,Radiated Wolf (Toxic)
FuriousRamsayDireWolfToxicRadiatedBiome,entityclasses,Entity,Radiated Dire Wolf (Toxic)
FuriousRamsayMountainLionToxicRadiatedBiome,entityclasses,Entity,Radiated Mountain Lion (Toxic)
FuriousRamsayBearToxicRadiatedBiome,entityclasses,Entity,Radiated Bear (Toxic)
FuriousRamsayVultureToxicRadiatedBiome,entityclasses,Entity,Radiated Vulture (Toxic)

FuriousRamsayHazmatTier1Biome,entityclasses,Entity,Hazmat Zombie (Tier 1)
FuriousRamsayHazmatTier2Biome,entityclasses,Entity,Hazmat Zombie (Tier 2)
FuriousRamsayHazmatTier3Biome,entityclasses,Entity,Hazmat Zombie (Tier 3)
FuriousRamsayHazmatTier4Biome,entityclasses,Entity,Hazmat Zombie (Tier 4)
FuriousRamsayHazmatTier5Biome,entityclasses,Entity,Hazmat Zombie (Tier 5)

FuriousRamsayBlackDecoyFireZombieBoeBiome,entityclasses,Entity,Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieFemaleFatBiome,entityclasses,Entity,Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieJoeBiome,entityclasses,Entity,Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieJanitorBiome,entityclasses,Entity,Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieMoeBiome,entityclasses,Entity,Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieArleneBiome,entityclasses,Entity,Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieLabBiome,entityclasses,Entity,Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieDarleneBiome,entityclasses,Entity,Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieMarleneBiome,entityclasses,Entity,Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieYoBiome,entityclasses,Entity,Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieSteveBiome,entityclasses,Entity,Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieBusinessManBiome,entityclasses,Entity,Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieCheerleaderBiome,entityclasses,Entity,Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieSkateboarderBiome,entityclasses,Entity,Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieUtilityWorkerBiome,entityclasses,Entity,Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieNurseBiome,entityclasses,Entity,Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieStripperBiome,entityclasses,Entity,Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieSteveCrawlerBiome,entityclasses,Entity,Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieSpiderBiome,entityclasses,Entity,Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieFatHawaiianBiome,entityclasses,Entity,Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieBikerBiome,entityclasses,Entity,Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieSoldierBiome,entityclasses,Entity,Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieMaleHazmatBiome,entityclasses,Entity,Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieFarmerBiome,entityclasses,Entity,Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieOldTimerBiome,entityclasses,Entity,Zombie (Fire Immune)

FuriousRamsayBlackDecoyFireZombieFootballPlayerBiome,entityclasses,Entity,Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieNurseFeralBiome,entityclasses,Entity,Feral Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieBusinessManFeralBiome,entityclasses,Entity,Feral Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieSteveFeralBiome,entityclasses,Entity,Feral Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieYoFeralBiome,entityclasses,Entity,Feral Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieMarleneFeralBiome,entityclasses,Entity,Feral Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieDarleneFeralBiome,entityclasses,Entity,Feral Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieLabFeralBiome,entityclasses,Entity,Feral Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieArleneFeralBiome,entityclasses,Entity,Feral Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieMoeFeralBiome,entityclasses,Entity,Feral Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieJanitorFeralBiome,entityclasses,Entity,Feral Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieJoeFeralBiome,entityclasses,Entity,Feral Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieFemaleFatFeralBiome,entityclasses,Entity,Feral Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieBoeFeralBiome,entityclasses,Entity,Feral Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieStripperFeralBiome,entityclasses,Entity,Feral Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieFarmerFeralBiome,entityclasses,Entity,Feral Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieBikerFeralBiome,entityclasses,Entity,Feral Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieOldTimerFeralBiome,entityclasses,Entity,Feral Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieCheerleaderFeralBiome,entityclasses,Entity,Feral Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieSkateboarderFeralBiome,entityclasses,Entity,Feral Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieSoldierFeralBiome,entityclasses,Entity,Feral Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieUtilityWorkerFeralBiome,entityclasses,Entity,Feral Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieFatHawaiianFeralBiome,entityclasses,Entity,Feral Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieSpiderFeralBiome,entityclasses,Entity,Feral Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieSteveCrawlerFeralBiome,entityclasses,Entity,Feral Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieWightFeralBiome,entityclasses,Entity,Feral Zombie (Fire Immune)

FuriousRamsayBlackDecoyFireZombieBikerRadiatedBiome,entityclasses,Entity,Radiated Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieOldTimerRadiatedBiome,entityclasses,Entity,Radiated Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieCheerleaderRadiatedBiome,entityclasses,Entity,Radiated Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieSkateboarderRadiatedBiome,entityclasses,Entity,Radiated Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieSoldierRadiatedBiome,entityclasses,Entity,Radiated Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieSpiderRadiatedBiome,entityclasses,Entity,Radiated Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieSteveRadiatedBiome,entityclasses,Entity,Radiated Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieYoRadiatedBiome,entityclasses,Entity,Radiated Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieMarleneRadiatedBiome,entityclasses,Entity,Radiated Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieDarleneRadiatedBiome,entityclasses,Entity,Radiated Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieLabRadiatedBiome,entityclasses,Entity,Radiated Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieArleneRadiatedBiome,entityclasses,Entity,Radiated Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieMoeRadiatedBiome,entityclasses,Entity,Radiated Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieJanitorRadiatedBiome,entityclasses,Entity,Radiated Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieJoeRadiatedBiome,entityclasses,Entity,Radiated Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieFemaleFatRadiatedBiome,entityclasses,Entity,Radiated Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieBoeRadiatedBiome,entityclasses,Entity,Radiated Zombie (Fire Immune)
FuriousRamsayBlackDecoyFireZombieWightRadiatedBiome,entityclasses,Entity,Radiated Zombie (Fire Immune)

FuriousRamsayBlackDecoyShockZombieBoeBiome,entityclasses,Entity,Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieFemaleFatBiome,entityclasses,Entity,Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieJoeBiome,entityclasses,Entity,Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieJanitorBiome,entityclasses,Entity,Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieMoeBiome,entityclasses,Entity,Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieArleneBiome,entityclasses,Entity,Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieLabBiome,entityclasses,Entity,Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieDarleneBiome,entityclasses,Entity,Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieMarleneBiome,entityclasses,Entity,Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieYoBiome,entityclasses,Entity,Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieSteveBiome,entityclasses,Entity,Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieBusinessManBiome,entityclasses,Entity,Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieCheerleaderBiome,entityclasses,Entity,Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieSkateboarderBiome,entityclasses,Entity,Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieUtilityWorkerBiome,entityclasses,Entity,Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieNurseBiome,entityclasses,Entity,Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieStripperBiome,entityclasses,Entity,Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieSteveCrawlerBiome,entityclasses,Entity,Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieSpiderBiome,entityclasses,Entity,Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieFatHawaiianBiome,entityclasses,Entity,Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieBikerBiome,entityclasses,Entity,Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieSoldierBiome,entityclasses,Entity,Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieMaleHazmatBiome,entityclasses,Entity,Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieFarmerBiome,entityclasses,Entity,Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieOldTimerBiome,entityclasses,Entity,Zombie (Shock Immune)

FuriousRamsayBlackDecoyShockZombieFootballPlayerBiome,entityclasses,Entity,Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieNurseFeralBiome,entityclasses,Entity,Feral Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieBusinessManFeralBiome,entityclasses,Entity,Feral Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieSteveFeralBiome,entityclasses,Entity,Feral Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieYoFeralBiome,entityclasses,Entity,Feral Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieMarleneFeralBiome,entityclasses,Entity,Feral Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieDarleneFeralBiome,entityclasses,Entity,Feral Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieLabFeralBiome,entityclasses,Entity,Feral Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieArleneFeralBiome,entityclasses,Entity,Feral Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieMoeFeralBiome,entityclasses,Entity,Feral Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieJanitorFeralBiome,entityclasses,Entity,Feral Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieJoeFeralBiome,entityclasses,Entity,Feral Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieFemaleFatFeralBiome,entityclasses,Entity,Feral Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieBoeFeralBiome,entityclasses,Entity,Feral Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieStripperFeralBiome,entityclasses,Entity,Feral Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieFarmerFeralBiome,entityclasses,Entity,Feral Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieBikerFeralBiome,entityclasses,Entity,Feral Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieOldTimerFeralBiome,entityclasses,Entity,Feral Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieCheerleaderFeralBiome,entityclasses,Entity,Feral Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieSkateboarderFeralBiome,entityclasses,Entity,Feral Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieSoldierFeralBiome,entityclasses,Entity,Feral Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieUtilityWorkerFeralBiome,entityclasses,Entity,Feral Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieFatHawaiianFeralBiome,entityclasses,Entity,Feral Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieSpiderFeralBiome,entityclasses,Entity,Feral Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieSteveCrawlerFeralBiome,entityclasses,Entity,Feral Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieWightFeralBiome,entityclasses,Entity,Feral Zombie (Shock Immune)

FuriousRamsayBlackDecoyShockZombieBikerRadiatedBiome,entityclasses,Entity,Radiated Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieOldTimerRadiatedBiome,entityclasses,Entity,Radiated Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieCheerleaderRadiatedBiome,entityclasses,Entity,Radiated Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieSkateboarderRadiatedBiome,entityclasses,Entity,Radiated Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieSoldierRadiatedBiome,entityclasses,Entity,Radiated Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieSpiderRadiatedBiome,entityclasses,Entity,Radiated Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieSteveRadiatedBiome,entityclasses,Entity,Radiated Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieYoRadiatedBiome,entityclasses,Entity,Radiated Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieMarleneRadiatedBiome,entityclasses,Entity,Radiated Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieDarleneRadiatedBiome,entityclasses,Entity,Radiated Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieLabRadiatedBiome,entityclasses,Entity,Radiated Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieArleneRadiatedBiome,entityclasses,Entity,Radiated Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieMoeRadiatedBiome,entityclasses,Entity,Radiated Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieJanitorRadiatedBiome,entityclasses,Entity,Radiated Zombie (Shock Immune)
